symbol,sector,industry,country,shares_outstanding
CAG,Consumer Staples,Food Products,United States of America,584219229
CAH,Health Care,Health Care Providers & Services,United States of America,327000000
CAL,Consumer Discretionary,Specialty Retail,United States of America,46087019
CALC.O,Health Care,Pharmaceuticals,United States of America,5694626
CALM.O,Consumer Staples,Food Products,United States of America,75061000
CAMP.O,Health Care,Biotechnology,United States of America,19505119
CAMT.O,Information Technology,Semiconductors & Semiconductor Equipment,Israel,47541682
CARA.O,Health Care,Pharmaceuticals,United States of America,4540058
CARE.O,Financials,Banks,United States of America,22956304
CARG.O,Communication Services,Interactive Media & Services,United States of America,103339385
CARR.K,Industrials,Building Products,United States of America,948068772
CARS.K,Communication Services,Interactive Media & Services,United States of America,65929000
CART.O,Consumer Staples,Consumer Staples Distribution & Retail,United States of America,279046000
CASH.O,Financials,Banks,United States of America,24851122
CASK.O,Consumer Staples,Beverages,United States of America,5236570
CASS.O,Financials,Financial Services,United States of America,15492735
CASY.O,Consumer Staples,Consumer Staples Distribution & Retail,United States of America,37008488
CAT,Industrials,Machinery,United States of America,814894624
CATO.K,Consumer Discretionary,Specialty Retail,United States of America,20566394
CATY.O,Financials,Banks,United States of America,91108807
CAVA.K,Consumer Discretionary,"Hotels, Restaurants & Leisure",United States of America,114794000
CB,Financials,Insurance,Switzerland,419690562
CBAN.K,Financials,Banks,United States of America,17519884
CBFV.O,Financials,Banks,United States of America,5792171
CBLL.O,Health Care,Health Care Equipment & Supplies,United States of America,35850606
CBNA.K,Financials,Banks,United States of America,6561817
CBNK.O,Financials,Banks,United States of America,16662405
CBRL.O,Consumer Discretionary,"Hotels, Restaurants & Leisure",United States of America,22203043
CBSH.O,Financials,Banks,United States of America,136698581
CBT,Materials,Chemicals,United States of America,54430316
CBU,Financials,Banks,United States of America,52668000
CBUS.O,Health Care,Biotechnology,United States of America,21240379
CC,Materials,Chemicals,United States of America,198300033
CCB.O,Financials,Banks,United States of America,14935298
CCBG.O,Financials,Banks,United States of America,16944467
CCCS.O,Information Technology,Software,United States of America,603128781
CCEC.O,Industrials,Marine Transportation,Greece,60286944
CCEL.K,Health Care,Health Care Providers & Services,United States of America,14849246
CCEP.O,Consumer Staples,Beverages,United Kingdom,460947057
CCJ,Energy,"Oil, Gas & Consumable Fuels",Canada,435312084
CCK,Materials,Containers & Packaging,United States of America,183603390
CCL,Consumer Discretionary,"Hotels, Restaurants & Leisure",United States of America,1511000000
CCNE.O,Financials,Banks,United States of America,21228765
CCO,Communication Services,Media,United States of America,494061048
CCRD.K,Information Technology,Software,United States of America,9026940
CCRN.O,Health Care,Health Care Providers & Services,United States of America,34384905
CCS,Consumer Discretionary,Household Durables,United States of America,30961227
CCSI.O,Information Technology,Software,United States of America,20609725
CCTG.O,Information Technology,"Electronic Equipment, Instruments & Components",Hong Kong,11581250
CDE,Materials,Metals & Mining,United States of America,399235632
CDLX.O,Communication Services,Media,United States of America,39728000
CDNA.O,Health Care,Biotechnology,United States of America,51503377
CDNS.O,Information Technology,Software,United States of America,330900000
CDRE.K,Industrials,Aerospace & Defense,United States of America,37587436
CDRO.O,Consumer Discretionary,"Hotels, Restaurants & Leisure",Luxembourg,45121956
CDT.O,Health Care,Life Sciences Tools & Services,United States of America,73829536
CDTG.O,Industrials,Commercial Services & Supplies,China,10700000
CDTX.O,Health Care,Biotechnology,United States of America,4530099
CDW.O,Information Technology,"Electronic Equipment, Instruments & Components",United States of America,132600000
CDXS.O,Health Care,Life Sciences Tools & Services,United States of America,69905000
CECO.O,Industrials,Commercial Services & Supplies,United States of America,34835293
CEG.O,Utilities,Electric Utilities,United States of America,313000000
CELC.O,Health Care,Biotechnology,United States of America,25506012
CENT.O,Consumer Staples,Household Products,United States of America,67123188
CENX.O,Materials,Metals & Mining,United States of America,100475086
CERS.O,Health Care,Health Care Equipment & Supplies,United States of America,185626000
CERT.O,Health Care,Health Care Technology,United States of America,160284901
CEVA.O,Information Technology,Semiconductors & Semiconductor Equipment,United States of America,23756255
CFB.O,Financials,Banks,United States of America,53660989
CFBK.O,Financials,Banks,United States of America,6800286
CFFI.O,Financials,Banks,United States of America,3233672
CFFN.O,Financials,Banks,United States of America,132735565
CFG,Financials,Banks,United States of America,650068324
CFLT.O,Information Technology,Software,United States of America,332885346
CFR,Financials,Banks,United States of America,64404582
CFSB.O,Financials,Banks,United States of America,6632642
CG.O,Financials,Capital Markets,United States of America,357200000
CGAU.K,Materials,Metals & Mining,Canada,210031280
CGBD.O,Financials,Capital Markets,United States of America,50794941
CGBS.O,Energy,"Oil, Gas & Consumable Fuels",Jersey,51632752
CGEM.O,Health Care,Biotechnology,United States of America,42900083
CGNT.O,Information Technology,Software,Israel,70996535
CGON.O,Health Care,Biotechnology,United States of America,63482511
CGTL.O,Information Technology,"Electronic Equipment, Instruments & Components",Hong Kong,20000000
CGTX.O,Health Care,Pharmaceuticals,United States of America,32165478
CHCO.O,Financials,Banks,United States of America,19047548
CHD,Consumer Staples,Household Products,United States of America,293709982
CHDN.O,Consumer Discretionary,"Hotels, Restaurants & Leisure",United States of America,73500000
CHE,Health Care,Health Care Providers & Services,United States of America,37183681
CHEF.O,Consumer Staples,Consumer Staples Distribution & Retail,United States of America,39555254
CHGG.K,Consumer Discretionary,Diversified Consumer Services,United States of America,102823700
CHH,Consumer Discretionary,"Hotels, Restaurants & Leisure",United States of America,95065638
CHKP.O,Information Technology,Software,Israel,258300052
CHMG.O,Financials,Banks,United States of America,5324499
CHRD.O,Energy,"Oil, Gas & Consumable Fuels",United States of America,45032537
CHRO.K,Health Care,Biotechnology,United States of America,5767525
CHRS.O,Health Care,Biotechnology,United States of America,112215260
CHRW.O,Industrials,Air Freight & Logistics,United States of America,179199000
CHTR.O,Communication Services,Media,United States of America,141946427
CHWY.K,Consumer Discretionary,Specialty Retail,United States of America,431776402
CHX.O,Energy,Energy Equipment & Services,United States of America,190700000
CIA,Financials,Insurance,United States of America,54884375
CIEN.K,Information Technology,Communications Equipment,United States of America,142656116
CIFR.O,Information Technology,Software,United States of America,296276536
CINF.O,Financials,Insurance,United States of America,198300000
CINT.K,Information Technology,IT Services,Brazil,134412014
CISO.O,Information Technology,IT Services,United States of America,11949959
CIVI.K,Energy,"Oil, Gas & Consumable Fuels",United States of America,93774901
CJET.O,Consumer Discretionary,Automobiles,China,5345321
CKPT.O,Health Care,Biotechnology,United States of America,27742035
CL,Consumer Staples,Household Products,United States of America,1465706360
CLAR.O,Consumer Discretionary,Leisure Products,United States of America,42761000
CLB,Energy,Energy Equipment & Services,United States of America,46966868
CLBK.O,Financials,Banks,United States of America,104759185
CLBT.O,Information Technology,Software,Israel,218228024
CLDI.K,Health Care,Biotechnology,United States of America,5353803
CLDX.O,Health Care,Biotechnology,United States of America,55883377
CLEU.O,Consumer Discretionary,Diversified Consumer Services,China,3351336
CLF,Materials,Metals & Mining,United States of America,531051530
CLGN.O,Health Care,Biotechnology,Israel,11452672
CLH,Industrials,Commercial Services & Supplies,United States of America,53832692
CLIK.O,Industrials,Professional Services,Hong Kong,14900000
CLMB.O,Information Technology,"Electronic Equipment, Instruments & Components",United States of America,5284500
CLMT.O,Energy,"Oil, Gas & Consumable Fuels",United States of America,79967363
CLNE.O,Energy,"Oil, Gas & Consumable Fuels",United States of America,223026966
CLOV.O,Health Care,Health Care Providers & Services,United States of America,496964364
CLPT.O,Health Care,Health Care Equipment & Supplies,United States of America,24652729
CLSD.O,Health Care,Pharmaceuticals,United States of America,62850841
CLST.O,Financials,Banks,United States of America,4278150
CLVT.K,Industrials,Professional Services,United Kingdom,691400000
CLX,Consumer Staples,Household Products,United States of America,130741461
CLYM.O,Health Care,Biotechnology,United States of America,27699446
CMA,Financials,Banks,United States of America,228164824
CMBM.O,Information Technology,Communications Equipment,United States of America,28095144
CMC,Materials,Metals & Mining,United States of America,129060664
CMCO.O,Industrials,Machinery,United States of America,28799110
CMCSA.O,Communication Services,Media,United States of America,4660537420
CME.O,Financials,Capital Markets,United States of America,360362201
CMG,Consumer Discretionary,"Hotels, Restaurants & Leisure",United States of America,1358751000
